region,base_sku,branch,status,first_observed_month,last_observed_month,last_positive_month,months_since_last_positive,exclusion_reason
MT-TNG,36.L1.3060.USC3603,067,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3603,069,Vô hiệu hóa,2024-02-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603,071,Vô hiệu hóa,2024-02-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603,079,Vô hiệu hóa,2024-02-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3603,081,Vô hiệu hóa,2024-02-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3603,094,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3603,222,Vô hiệu hóa,2024-04-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3603D,000,Vô hiệu hóa,2024-02-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603D,059,Vô hiệu hóa,2024-03-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3603D,061,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3603D,065,Vô hiệu hóa,2024-03-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603D,067,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3603D,069,Vô hiệu hóa,2024-02-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603D,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603D,072,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603D,079,Vô hiệu hóa,2024-03-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3603D,081,Vô hiệu hóa,2024-02-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3603D,094,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3603D,222,Vô hiệu hóa,2024-05-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3603V,000,Vô hiệu hóa,2024-02-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603V,059,Vô hiệu hóa,2024-02-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3603V,061,Vô hiệu hóa,2024-02-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603V,067,Vô hiệu hóa,2024-04-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3603V,069,Vô hiệu hóa,2024-02-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603V,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3603V,073,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3603V,076,Vô hiệu hóa,2024-02-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3603V,079,Vô hiệu hóa,2024-02-01,2024-07-01,2024-07-01,23,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3603V,081,Vô hiệu hóa,2024-02-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3603V,094,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3603V,222,Vô hiệu hóa,2024-04-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3604,000,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3604,008,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604,011,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3604,013,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604,014,Vô hiệu hóa,2024-02-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604,015,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604,016,Vô hiệu hóa,2024-02-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3604,022,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604,024,Vô hiệu hóa,2024-02-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604,067,Vô hiệu hóa,2024-03-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604,099,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3604D,000,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3604D,002,Vô hiệu hóa,2024-05-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604D,011,Vô hiệu hóa,2024-04-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604D,012,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604D,014,Vô hiệu hóa,2024-02-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604D,015,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604D,016,Vô hiệu hóa,2024-03-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604D,017,Vô hiệu hóa,2024-03-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3604D,022,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604D,023,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604D,024,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604D,067,Vô hiệu hóa,2024-03-01,2024-05-01,2024-05-01,25,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604D,099,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3604V,008,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604V,011,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3604V,013,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604V,014,Vô hiệu hóa,2024-02-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604V,015,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604V,016,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3604V,022,Vô hiệu hóa,2024-03-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604V,023,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3604V,024,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604V,067,Vô hiệu hóa,2024-03-01,2024-04-01,2024-04-01,26,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3604V,099,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3621,000,Vô hiệu hóa,2024-02-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3621,050,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621,059,Vô hiệu hóa,2024-02-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3621,061,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3621,063,Vô hiệu hóa,2024-03-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3621,065,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621,067,Vô hiệu hóa,2024-03-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3621,069,Vô hiệu hóa,2024-02-01,2024-08-01,2024-08-01,22,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3621,074,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621,079,Vô hiệu hóa,2024-05-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3621,081,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3621,093,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3621,094,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3621,098,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3621,222,Vô hiệu hóa,2024-04-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3621D,000,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3621D,050,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621D,059,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3621D,060,Vô hiệu hóa,2024-04-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3621D,061,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3621D,063,Vô hiệu hóa,2024-03-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621D,064,Vô hiệu hóa,2024-02-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3621D,065,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621D,067,Vô hiệu hóa,2024-03-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3621D,069,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621D,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621D,071,Vô hiệu hóa,2024-02-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621D,072,Vô hiệu hóa,2024-02-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3621D,074,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3621D,076,Vô hiệu hóa,2024-03-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3621D,079,Vô hiệu hóa,2024-05-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3621D,081,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3621D,093,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3621D,094,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3621D,098,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3621D,222,Vô hiệu hóa,2024-04-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3622,000,Vô hiệu hóa,2024-02-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3622,050,Vô hiệu hóa,2024-03-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3622,059,Vô hiệu hóa,2024-02-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3622,061,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3622,063,Vô hiệu hóa,2024-03-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3622,065,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3622,067,Vô hiệu hóa,2024-03-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3622,069,Vô hiệu hóa,2024-02-01,2024-10-01,2024-10-01,20,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3622,070,Vô hiệu hóa,2024-03-01,2024-03-01,2024-03-01,27,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3622,071,Vô hiệu hóa,2024-02-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3622,073,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3622,074,Vô hiệu hóa,2024-03-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3622,076,Vô hiệu hóa,2024-02-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3622,079,Vô hiệu hóa,2024-05-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3622,081,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3622,093,Vô hiệu hóa,2024-06-01,2024-06-01,2024-06-01,24,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3622,094,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3622,098,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3622,222,Vô hiệu hóa,2024-04-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3623,000,Vô hiệu hóa,2024-02-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3623,050,Vô hiệu hóa,2024-02-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623,060,Vô hiệu hóa,2024-03-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623,061,Vô hiệu hóa,2024-04-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3623,063,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3623,065,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3623,071,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623,074,Vô hiệu hóa,2024-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3623,079,Vô hiệu hóa,2024-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623,081,Vô hiệu hóa,2024-04-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623,094,Vô hiệu hóa,2024-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3623,222,Vô hiệu hóa,2024-05-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3623D,000,Vô hiệu hóa,2024-02-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3623D,050,Vô hiệu hóa,2024-02-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623D,060,Vô hiệu hóa,2024-04-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623D,061,Vô hiệu hóa,2024-04-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3623D,063,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3623D,065,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3623D,069,Vô hiệu hóa,2024-02-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3623D,071,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3623D,072,Vô hiệu hóa,2024-08-01,2024-11-01,2024-11-01,19,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623D,074,Vô hiệu hóa,2024-04-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623D,076,Vô hiệu hóa,2024-03-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3623D,079,Vô hiệu hóa,2024-04-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623D,081,Vô hiệu hóa,2024-04-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3623D,094,Vô hiệu hóa,2024-05-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3623D,098,Vô hiệu hóa,2024-05-01,2024-09-01,2024-09-01,21,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3623D,222,Vô hiệu hóa,2024-06-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
Chưa xác định,36.L1.3060.USC3624,000,Vô hiệu hóa,2024-02-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3624,050,Vô hiệu hóa,2024-02-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3624,060,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3624,061,Vô hiệu hóa,2024-04-01,2025-01-01,2025-01-01,17,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3624,065,Vô hiệu hóa,2024-03-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3624,069,Vô hiệu hóa,2024-02-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3624,072,Vô hiệu hóa,2024-04-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3624,074,Vô hiệu hóa,2024-03-01,2025-03-01,2025-03-01,15,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3624,076,Vô hiệu hóa,2024-03-01,2024-12-01,2024-12-01,18,permanently_inactive_outside_recent_window
MT-TNG,36.L1.3060.USC3624,079,Vô hiệu hóa,2024-03-01,2025-04-01,2025-04-01,14,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3624,081,Vô hiệu hóa,2024-04-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
DNB,36.L1.3060.USC3624,094,Vô hiệu hóa,2024-04-01,2025-05-01,2025-05-01,13,permanently_inactive_outside_recent_window
TNB,36.L1.3060.USC3624,098,Vô hiệu hóa,2024-04-01,2025-02-01,2025-02-01,16,permanently_inactive_outside_recent_window
